,mn_sat,income,gender,match,log_mn_sat,log_income
3408,1070,44346,0,0,6.975413927455952,10.699777792012942
3409,1070,44346,0,0,6.975413927455952,10.699777792012942
3410,1070,44346,0,0,6.975413927455952,10.699777792012942
3411,1070,44346,0,0,6.975413927455952,10.699777792012942
3412,1070,44346,0,0,6.975413927455952,10.699777792012942
3413,1070,44346,0,0,6.975413927455952,10.699777792012942
3414,1070,44346,0,0,6.975413927455952,10.699777792012942
3415,1070,44346,0,0,6.975413927455952,10.699777792012942
3416,1070,44346,0,0,6.975413927455952,10.699777792012942
3426,1400,42225,0,0,7.24422751560335,10.650767741676
3427,1400,42225,0,0,7.24422751560335,10.650767741676
3428,1400,42225,0,0,7.24422751560335,10.650767741676
3429,1400,42225,0,0,7.24422751560335,10.650767741676
3430,1400,42225,0,0,7.24422751560335,10.650767741676
3431,1400,42225,0,0,7.24422751560335,10.650767741676
3432,1400,42225,0,0,7.24422751560335,10.650767741676
3433,1400,42225,0,0,7.24422751560335,10.650767741676
3434,1400,42225,0,0,7.24422751560335,10.650767741676
3435,1290,37405,0,0,7.162397497355718,10.529559664306506
3436,1290,37405,0,0,7.162397497355718,10.529559664306506
3437,1290,37405,0,0,7.162397497355718,10.529559664306506
3438,1290,37405,0,0,7.162397497355718,10.529559664306506
3439,1290,37405,0,0,7.162397497355718,10.529559664306506
3440,1290,37405,0,0,7.162397497355718,10.529559664306506
3441,1290,37405,0,0,7.162397497355718,10.529559664306506
3442,1290,37405,0,1,7.162397497355718,10.529559664306506
3443,1290,37405,0,0,7.162397497355718,10.529559664306506
3444,1460,28524,0,0,7.286191714702382,10.258501117148194
3445,1460,28524,0,1,7.286191714702382,10.258501117148194
3446,1460,28524,0,0,7.286191714702382,10.258501117148194
3447,1460,28524,0,0,7.286191714702382,10.258501117148194
3448,1460,28524,0,0,7.286191714702382,10.258501117148194
3449,1460,28524,0,0,7.286191714702382,10.258501117148194
3450,1460,28524,0,0,7.286191714702382,10.258501117148194
3451,1460,28524,0,1,7.286191714702382,10.258501117148194
3452,1460,28524,0,0,7.286191714702382,10.258501117148194
3462,1215,61141,0,0,7.102499355774649,11.02093795121555
3463,1215,61141,0,0,7.102499355774649,11.02093795121555
3464,1215,61141,0,0,7.102499355774649,11.02093795121555
3465,1215,61141,0,0,7.102499355774649,11.02093795121555
3466,1215,61141,0,0,7.102499355774649,11.02093795121555
3467,1215,61141,0,0,7.102499355774649,11.02093795121555
3468,1215,61141,0,0,7.102499355774649,11.02093795121555
3469,1215,61141,0,1,7.102499355774649,11.02093795121555
3470,1215,61141,0,0,7.102499355774649,11.02093795121555
3471,1330,8607,0,1,7.1929342212158,9.060331104649475
3472,1330,8607,0,0,7.1929342212158,9.060331104649475
3473,1330,8607,0,0,7.1929342212158,9.060331104649475
3474,1330,8607,0,0,7.1929342212158,9.060331104649475
3475,1330,8607,0,0,7.1929342212158,9.060331104649475
3476,1330,8607,0,1,7.1929342212158,9.060331104649475
3477,1330,8607,0,0,7.1929342212158,9.060331104649475
3478,1330,8607,0,1,7.1929342212158,9.060331104649475
3479,1330,8607,0,0,7.1929342212158,9.060331104649475
3612,1250,37240,0,0,7.1308988302963465,10.525138731391003
3613,1250,37240,0,0,7.1308988302963465,10.525138731391003
3614,1250,37240,0,0,7.1308988302963465,10.525138731391003
3615,1250,37240,0,0,7.1308988302963465,10.525138731391003
3616,1250,37240,0,0,7.1308988302963465,10.525138731391003
3617,1250,37240,0,0,7.1308988302963465,10.525138731391003
3618,1250,37240,0,0,7.1308988302963465,10.525138731391003
3619,1250,37240,0,0,7.1308988302963465,10.525138731391003
3620,1250,37240,0,0,7.1308988302963465,10.525138731391003
3621,1250,37240,0,0,7.1308988302963465,10.525138731391003
3622,1250,37240,0,0,7.1308988302963465,10.525138731391003
3623,1250,37240,0,0,7.1308988302963465,10.525138731391003
3624,1250,37240,0,0,7.1308988302963465,10.525138731391003
3625,1250,37240,0,0,7.1308988302963465,10.525138731391003
3626,1250,37240,0,0,7.1308988302963465,10.525138731391003
3627,1250,37240,0,0,7.1308988302963465,10.525138731391003
3628,1250,37240,0,0,7.1308988302963465,10.525138731391003
3629,1250,37240,0,0,7.1308988302963465,10.525138731391003
3630,1250,37240,0,0,7.1308988302963465,10.525138731391003
3631,1250,37240,0,0,7.1308988302963465,10.525138731391003
3632,1250,37240,0,0,7.1308988302963465,10.525138731391003
3633,1210,36594,0,0,7.098375638590786,10.50763957152451
3634,1210,36594,0,0,7.098375638590786,10.50763957152451
3635,1210,36594,0,0,7.098375638590786,10.50763957152451
3636,1210,36594,0,0,7.098375638590786,10.50763957152451
3637,1210,36594,0,0,7.098375638590786,10.50763957152451
3638,1210,36594,0,0,7.098375638590786,10.50763957152451
3639,1210,36594,0,0,7.098375638590786,10.50763957152451
3640,1210,36594,0,0,7.098375638590786,10.50763957152451
3641,1210,36594,0,0,7.098375638590786,10.50763957152451
3642,1210,36594,0,0,7.098375638590786,10.50763957152451
3643,1210,36594,0,0,7.098375638590786,10.50763957152451
3644,1210,36594,0,0,7.098375638590786,10.50763957152451
3645,1210,36594,0,0,7.098375638590786,10.50763957152451
3646,1210,36594,0,0,7.098375638590786,10.50763957152451
3647,1210,36594,0,0,7.098375638590786,10.50763957152451
3648,1210,36594,0,0,7.098375638590786,10.50763957152451
3649,1210,36594,0,0,7.098375638590786,10.50763957152451
3650,1210,36594,0,0,7.098375638590786,10.50763957152451
3651,1210,36594,0,0,7.098375638590786,10.50763957152451
3652,1210,36594,0,0,7.098375638590786,10.50763957152451
3653,1210,36594,0,0,7.098375638590786,10.50763957152451
3654,1400,62997,0,0,7.24422751560335,11.050842385192228
3655,1400,62997,0,0,7.24422751560335,11.050842385192228
3656,1400,62997,0,0,7.24422751560335,11.050842385192228
3657,1400,62997,0,0,7.24422751560335,11.050842385192228
3658,1400,62997,0,0,7.24422751560335,11.050842385192228
3659,1400,62997,0,0,7.24422751560335,11.050842385192228
3660,1400,62997,0,1,7.24422751560335,11.050842385192228
3661,1400,62997,0,0,7.24422751560335,11.050842385192228
3662,1400,62997,0,0,7.24422751560335,11.050842385192228
3663,1400,62997,0,1,7.24422751560335,11.050842385192228
3664,1400,62997,0,0,7.24422751560335,11.050842385192228
3665,1400,62997,0,0,7.24422751560335,11.050842385192228
3666,1400,62997,0,0,7.24422751560335,11.050842385192228
3667,1400,62997,0,0,7.24422751560335,11.050842385192228
3668,1400,62997,0,0,7.24422751560335,11.050842385192228
3669,1400,62997,0,0,7.24422751560335,11.050842385192228
3670,1400,62997,0,1,7.24422751560335,11.050842385192228
3671,1400,62997,0,0,7.24422751560335,11.050842385192228
3672,1400,62997,0,0,7.24422751560335,11.050842385192228
3673,1400,62997,0,0,7.24422751560335,11.050842385192228
3674,1400,62997,0,0,7.24422751560335,11.050842385192228
3675,1220,46608,0,0,7.106606137727303,10.749527479199216
3676,1220,46608,0,0,7.106606137727303,10.749527479199216
3677,1220,46608,0,0,7.106606137727303,10.749527479199216
3678,1220,46608,0,0,7.106606137727303,10.749527479199216
3679,1220,46608,0,0,7.106606137727303,10.749527479199216
3680,1220,46608,0,0,7.106606137727303,10.749527479199216
3681,1220,46608,0,0,7.106606137727303,10.749527479199216
3682,1220,46608,0,0,7.106606137727303,10.749527479199216
3683,1220,46608,0,0,7.106606137727303,10.749527479199216
3684,1220,46608,0,0,7.106606137727303,10.749527479199216
3685,1220,46608,0,0,7.106606137727303,10.749527479199216
3686,1220,46608,0,0,7.106606137727303,10.749527479199216
3687,1220,46608,0,0,7.106606137727303,10.749527479199216
3688,1220,46608,0,0,7.106606137727303,10.749527479199216
3689,1220,46608,0,0,7.106606137727303,10.749527479199216
3690,1220,46608,0,0,7.106606137727303,10.749527479199216
3691,1220,46608,0,0,7.106606137727303,10.749527479199216
3692,1220,46608,0,0,7.106606137727303,10.749527479199216
3693,1220,46608,0,0,7.106606137727303,10.749527479199216
3694,1220,46608,0,0,7.106606137727303,10.749527479199216
3695,1220,46608,0,0,7.106606137727303,10.749527479199216
3696,1155,37881,0,0,7.051855622955894,10.54220494610679
3697,1155,37881,0,0,7.051855622955894,10.54220494610679
3698,1155,37881,0,0,7.051855622955894,10.54220494610679
3699,1155,37881,0,1,7.051855622955894,10.54220494610679
3700,1155,37881,0,1,7.051855622955894,10.54220494610679
3701,1155,37881,0,0,7.051855622955894,10.54220494610679
3702,1155,37881,0,0,7.051855622955894,10.54220494610679
3703,1155,37881,0,1,7.051855622955894,10.54220494610679
3704,1155,37881,0,0,7.051855622955894,10.54220494610679
3705,1155,37881,0,1,7.051855622955894,10.54220494610679
3706,1155,37881,0,1,7.051855622955894,10.54220494610679
3707,1155,37881,0,1,7.051855622955894,10.54220494610679
3708,1155,37881,0,0,7.051855622955894,10.54220494610679
3709,1155,37881,0,0,7.051855622955894,10.54220494610679
3710,1155,37881,0,0,7.051855622955894,10.54220494610679
3711,1155,37881,0,0,7.051855622955894,10.54220494610679
3712,1155,37881,0,0,7.051855622955894,10.54220494610679
3713,1155,37881,0,0,7.051855622955894,10.54220494610679
3714,1155,37881,0,0,7.051855622955894,10.54220494610679
3715,1155,37881,0,1,7.051855622955894,10.54220494610679
3716,1155,37881,0,0,7.051855622955894,10.54220494610679
3717,1410,48944,0,0,7.251344983372214,10.798432066390685
3718,1410,48944,0,0,7.251344983372214,10.798432066390685
3719,1410,48944,0,0,7.251344983372214,10.798432066390685
3720,1410,48944,0,0,7.251344983372214,10.798432066390685
3721,1410,48944,0,1,7.251344983372214,10.798432066390685
3722,1410,48944,0,0,7.251344983372214,10.798432066390685
3723,1410,48944,0,0,7.251344983372214,10.798432066390685
3724,1410,48944,0,0,7.251344983372214,10.798432066390685
3725,1410,48944,0,0,7.251344983372214,10.798432066390685
3726,1410,48944,0,0,7.251344983372214,10.798432066390685
3727,1410,48944,0,0,7.251344983372214,10.798432066390685
3728,1410,48944,0,0,7.251344983372214,10.798432066390685
3729,1410,48944,0,0,7.251344983372214,10.798432066390685
3730,1410,48944,0,0,7.251344983372214,10.798432066390685
3731,1410,48944,0,0,7.251344983372214,10.798432066390685
3732,1410,48944,0,0,7.251344983372214,10.798432066390685
3733,1410,48944,0,0,7.251344983372214,10.798432066390685
3734,1410,48944,0,0,7.251344983372214,10.798432066390685
3735,1410,48944,0,0,7.251344983372214,10.798432066390685
3736,1410,48944,0,0,7.251344983372214,10.798432066390685
3737,1410,48944,0,0,7.251344983372214,10.798432066390685
3759,1400,77112,0,0,7.24422751560335,11.253014189463805
